,obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
87918,1.237678920202519e+18,355.023627037363,12.8138466883315,22.07483,20.66831,20.32266,20.24366,20.14954,7787,301,5,169,6.923430760222579e+18,STAR,-0.0002961188,6149,56194,990
65063,1.237660962940453e+18,139.956159347235,36.0770260485889,22.72036,22.1488,21.99069,22.10442,21.60855,3606,301,5,111,1.1532834775233747e+19,QSO,2.225218,10243,58159,880
83094,1.2376593249573276e+18,249.331868225954,35.9250618872664,20.52192,18.44291,17.23479,16.77254,16.37323,3225,301,2,264,1.3218928489702625e+18,GALAXY,0.1730228,1174,52782,314
35548,1.2376591322120195e+18,226.808633247577,46.7647344715234,21.56447,19.33595,17.89822,17.33648,16.95114,3180,301,3,132,7.580707819126807e+18,GALAXY,0.2658784,6733,56369,86
31610,1.237670965922693e+18,140.652521431301,15.1559947329053,19.11781,17.86752,17.07725,16.66176,16.38569,5935,301,5,163,2.7451169391342e+18,GALAXY,0.1248228,2438,54056,629
59244,1.237649954407908e+18,29.9380570739229,14.0688814989035,23.46053,22.59282,21.23419,20.21618,19.50507,1043,301,4,195,1.2435573134647908e+19,QSO,1.557112,11045,58485,31
9401,1.237663462607749e+18,351.812361292625,0.82640012911541,22.61336,19.71569,18.05659,17.44907,17.11086,4188,301,5,55,4.313788491298509e+17,GALAXY,0.2924542,383,51818,579
65249,1.2376570700897329e+18,37.3903378529349,-0.543812421052085,21.70708,20.9879,19.13526,18.50856,18.01447,2700,301,2,115,4.215474616851e+18,GALAXY,0.362634,3744,55209,383
10862,1.2376785964615603e+18,318.247082807474,1.22622019601493,19.3502,18.97084,18.60613,18.58607,18.54449,7712,301,2,50,5.78832765866137e+18,QSO,1.028347,5141,55746,277
84083,1.2376683331091832e+18,237.534324206583,11.6614270634365,22.40076,21.62724,20.25683,19.22882,18.67629,5322,301,5,185,5.496791600381319e+18,GALAXY,0.5400785,4882,55721,539
41389,1.237669761185547e+18,333.680144354485,5.2442888734297,23.28507,22.31725,20.64105,19.69221,19.26311,5655,301,1,181,4.984439529278822e+18,GALAXY,0.5699909,4427,56107,293
27104,1.2376711242964014e+18,132.54426006346,11.0687190258939,21.21036,20.03071,19.52662,19.31987,19.15787,5972,301,4,114,3.007415609848864e+18,STAR,-0.0001240207,2671,54141,498
32183,1.2376503710246508e+18,193.30075123789,-2.17947367814507,23.63467,21.47239,21.05001,20.77939,20.6556,1140,301,4,270,4.2717830817474376e+18,STAR,-0.0002767687,3794,55241,432
61848,1.2376610708675628e+18,170.082581173311,15.5476936513051,20.69453,18.89317,17.72097,17.26033,16.94848,3631,301,6,356,1.973792478528039e+18,GALAXY,0.162957,1753,53383,327
21333,1.2376786174336049e+18,36.0436700336373,1.00234528198104,22.03466,21.07686,19.31867,18.60666,18.23209,7717,301,1,570,7.927594654923756e+17,GALAXY,0.3665345,704,52205,458
20507,1.2376786013171884e+18,28.5396539057472,16.0472237616903,26.02345,23.17852,21.48968,20.36756,19.63867,7713,301,3,413,1.2434446135615312e+19,GALAXY,0.6056827,11044,58508,27
91727,1.2376619582961096e+18,206.318226075964,50.0871167378032,24.29852,21.75554,20.14618,19.23392,18.78895,3838,301,3,65,7.593308497762344e+18,GALAXY,0.5707821,6744,56399,871
24465,1.237651540316848e+18,150.93345876668,64.8475076696186,20.94607,18.95944,17.91077,17.44149,17.09179,1412,301,6,77,5.4952797221476154e+17,GALAXY,0.1246504,488,51914,323
57577,1.2376654275529275e+18,194.904266174657,28.6353150335995,20.34915,19.4304,19.1297,19.0341,19.05129,4646,301,1,19,3.6434229008553487e+18,STAR,-0.0007524425,3236,54892,39
5942,1.2376637825938885e+18,16.2111232782242,-1.14137354611502,20.99657,18.94558,17.82341,17.36242,16.98203,4263,301,1,224,4.458902035596841e+17,GALAXY,0.1438422,396,51816,123
70961,1.2376786195618204e+18,351.968429333392,3.00633084456995,25.04982,22.15509,20.4949,19.67189,19.40631,7717,301,5,276,4.823595817448528e+18,GALAXY,0.4436041,4284,55863,875
59376,1.2376711269744643e+18,173.276306877556,-8.0969996146325,19.92328,18.94611,18.55311,18.42083,18.39381,5973,301,1,18,3.238096455273048e+18,STAR,0.0006760241,2876,54581,30
54643,1.237680298355589e+18,1.67933044946761,22.5186244275899,24.56221,20.15351,18.53256,17.88227,17.49511,8108,301,4,252,7.745094156180281e+18,GALAXY,0.2790183,6879,56539,104
28867,1.237658423543464e+18,136.299296199388,4.89270826983148,17.96213,16.01859,15.08284,14.60412,14.17828,3015,301,3,148,1.3421117660620657e+18,GALAXY,0.05799385,1192,52649,142
80990,1.2376613870619205e+18,189.595226453964,57.3656831616881,21.58975,20.91299,19.87491,19.14021,18.69876,3705,301,3,11,7.696766495360309e+18,GALAXY,0.5521622,6836,56443,417
869,1.2376655349319603e+18,241.747930867658,18.1934289125631,22.52737,20.82577,20.55621,20.57063,20.57477,4671,301,1,93,4.419423030851426e+18,QSO,3.029826,3925,55338,967
92937,1.237666339725968e+18,16.8634605786239,0.291415041824257,21.83172,20.54819,19.42722,18.83477,18.35244,4858,301,4,467,7.545060868573368e+17,GALAXY,0.2961035,670,52520,557
56617,1.2376655317214172e+18,236.265160081909,17.8381857224485,22.003,21.47438,21.36916,21.14477,21.0732,4670,301,3,256,4.4272644728860406e+18,QSO,1.967548,3932,55337,822
13200,1.2376609350169395e+18,132.312479078645,54.3956592807598,21.78389,21.50928,21.62716,21.5897,21.13988,3600,301,1,16,8.192124256710318e+18,QSO,2.245036,7276,57061,278
97123,1.237664846123172e+18,202.662598081587,37.3478629284512,19.16797,18.09708,17.57878,17.19349,17.11027,4510,301,6,41,2.366805500454e+18,GALAXY,0.08689483,2102,54115,596
40587,1.2376634792613647e+18,339.300246533762,0.150405533597913,23.63561,22.94025,22.23541,21.43231,20.84099,4192,301,4,217,1.0377608965358115e+19,GALAXY,0.7664192,9217,57934,689
98100,1.237648720132178e+18,123.299042261471,-1.03195879569233,18.91331,17.90998,17.5878,17.49003,17.43109,756,301,1,50,2.316062484059941e+18,STAR,0.0001101325,2057,53816,314
84635,1.2376802774049756e+18,353.684878092627,27.6123076303696,25.93719,22.36101,21.22528,20.10631,19.4802,8103,301,5,59,7.33420253683937e+18,GALAXY,0.5728444,6514,56487,329
69459,1.2376607648452444e+18,147.911265462977,38.6965899799263,20.55605,20.242,20.02523,20.13536,20.00881,3560,301,4,266,5.145521548040624e+18,QSO,0.9577892,4570,55623,578
31471,1.237651190819e+18,126.6478038354,47.9225997702864,17.87106,16.34436,15.73338,15.49693,15.37595,1331,301,3,155,3.5737449236666527e+18,STAR,-5.835569e-05,3174,54821,504
75009,1.2376802768678428e+18,353.208821650188,27.0150505158723,22.7659,20.37138,19.92241,19.68768,19.6874,8103,301,4,55,7.09450872804582e+18,STAR,-0.000244644,6301,56543,776
92422,1.2376786614225475e+18,356.595688727648,4.72367679438039,23.58293,21.8566,20.46522,19.56408,19.1972,7727,301,3,44,4.817887147121203e+18,GALAXY,0.5484003,4279,55508,587
68955,1.2376611374189775e+18,143.377285897233,33.7271403832256,19.66904,19.37029,19.36501,19.15619,19.19212,3647,301,2,42,1.1514820927570596e+19,QSO,1.593306,10227,58224,882
28450,1.237657770171237e+18,144.967377642282,49.6426817195403,24.6924,22.8295,20.97742,19.88338,19.35838,2863,301,2,143,8.210194999285143e+18,GALAXY,0.6264904,7292,56709,483
14683,1.2376655317178125e+18,228.070059269775,20.7499976971652,19.43706,19.31809,19.14048,18.90055,18.89972,4670,301,3,201,2.427549951354497e+18,QSO,1.545776,2156,54525,399
33177,1.2376582061133005e+18,154.478560494996,47.0914929749964,18.99363,18.68098,18.62951,18.70646,18.69264,2964,301,6,187,9.829455730300947e+17,QSO,0.6678598,873,52674,127
40486,1.2376613618438638e+18,228.282013236103,38.4798004375826,22.93747,20.43987,18.78514,18.10636,17.69744,3699,301,4,238,5.817548559927761e+18,GALAXY,0.28652,5167,56066,86
80213,1.2376623051151772e+18,212.944286306736,37.8530658783262,20.91307,19.99442,19.78585,19.62571,19.78319,3919,301,1,72,3.3001570148643246e+18,STAR,-1.719387e-05,2931,54590,525
27331,1.2376543921748708e+18,115.674387950851,36.2560807202898,20.20341,19.22265,18.84946,18.67618,18.63928,2076,301,6,73,4.123047195066e+18,STAR,0.0003683082,3662,55182,6
4319,1.2376637825898908e+18,7.04013798258078,-1.2438087368903,20.334,18.93857,18.27505,17.79293,17.41627,4263,301,1,163,1.6810026949840998e+18,GALAXY,0.1319049,1493,52933,124
37035,1.2376619685034724e+18,183.792421409581,43.3475036517833,21.47406,21.49674,21.14354,20.88368,21.16432,3840,301,6,169,9.426040747801727e+18,QSO,1.28753,8372,57787,24
68117,1.2376582050416563e+18,161.591598731474,47.9814723553176,23.32617,23.0196,21.61696,20.62224,19.85723,2964,301,4,219,8.320509557718931e+18,GALAXY,0.5596226,7390,57130,397
28293,1.2376613607606193e+18,200.531482045301,45.7841370413331,20.38878,20.33006,20.07302,20.13279,20.35624,3699,301,2,93,8.340710054350313e+18,QSO,1.334992,7408,56780,158
42398,1.237664869215568e+18,148.227575440268,31.1633169019818,19.87044,18.5805,17.66425,17.25085,16.91375,4516,301,1,147,2.191007048731224e+18,GALAXY,0.2554452,1946,53432,21
19111,1.2376788471846671e+18,329.772189883475,8.76146469206083,22.81552,22.06685,22.08671,21.78417,21.58758,7770,301,5,117,4.610587698536929e+18,QSO,1.721923,4095,55497,100
71111,1.2376613570057997e+18,179.284439367748,47.0180631409063,19.91895,18.45994,17.56978,17.14059,16.79351,3698,301,3,143,1.6280834776833987e+18,GALAXY,0.1533082,1446,53080,117
24180,1.2376674301001075e+18,155.620018634999,24.2838903943207,22.81149,22.75416,21.85101,21.42361,20.67252,5112,301,3,304,1.0830245190901717e+19,QSO,0.9046966,9619,57866,778
95997,1.2376499613848046e+18,57.8613313487849,-6.9630508144201,21.52835,20.40245,19.23781,18.72328,18.29674,1045,301,1,158,1.8397402943382095e+18,GALAXY,0.3411635,1634,53299,72
38686,1.237669702659015e+18,10.3003449269144,7.76888929826019,22.55562,19.94366,18.34775,17.75392,17.31321,5641,301,4,65,5.112968861378173e+18,GALAXY,0.2751061,4541,55882,936
83839,1.237655693011256e+18,215.912318446732,-1.55204318989632,22.82131,21.8356,20.3194,19.4816,19.17968,2379,301,5,45,4.5398492408229617e+18,GALAXY,0.5173072,4032,55333,803
95274,1.2376612120482947e+18,227.808458850962,41.7281758186329,24.54294,22.20565,20.6778,19.71719,19.23529,3664,301,5,107,6.816471091944643e+18,GALAXY,0.4922507,6054,56089,993
83415,1.237663783126827e+18,7.19068421657946,-0.784459515719915,24.63465,21.83897,22.84093,21.26107,21.66215,4263,301,2,164,8.856374414432032e+18,STAR,-0.0001247811,7866,57002,166
21800,1.237665126931235e+18,179.21435345474,33.73711287334,21.56809,21.08606,20.88755,20.86752,20.74768,4576,301,1,416,5.232118534054894e+18,QSO,0.8744318,4647,55621,224
83135,1.2376593249598835e+18,253.752282695192,31.3623303169945,20.03027,18.14574,16.93198,16.44496,16.10072,3225,301,2,303,1.3241295306500608e+18,GALAXY,0.164842,1176,52791,259
69518,1.237655369279865e+18,149.309806048442,56.6240333814018,20.8434,18.86434,17.65145,17.18403,16.86077,2304,301,2,72,6.283107358851994e+17,GALAXY,0.1876459,558,52317,213
71527,1.2376583113296448e+18,181.349044993941,59.4800303215971,21.19061,21.06852,21.01846,21.01713,20.79902,2989,301,2,29,9.274270766064753e+18,QSO,2.061477,8237,58162,848
62761,1.237657190902792e+18,354.430238574481,-0.179484418202539,24.88216,23.45291,22.14105,20.78338,19.97139,2728,301,3,376,1.0310054967726332e+19,STAR,-0.0002056696,9157,57742,689
99761,1.2376619663605112e+18,197.581649893547,41.0992638480993,22.66508,23.4543,22.13747,20.70039,19.5665,3840,301,2,238,9.444164817579694e+18,GALAXY,0.8453636,8388,57488,423
71540,1.2376517142597478e+18,244.795901530508,49.7055398950809,22.91081,22.50097,20.96466,19.54487,18.77965,1453,301,2,27,7.117017653634685e+18,GALAXY,0.7716497,6321,56449,743
11520,1.237678877248e+18,325.264950662567,10.2393853118485,25.37864,23.29049,21.46529,20.18517,19.64419,7777,301,5,95,4.608527213377378e+18,GALAXY,0.6224636,4093,55475,796
28175,1.2376487201423363e+18,146.524631954557,-1.01096885925395,23.25133,20.1185,19.63007,19.56028,19.76831,756,301,1,205,4.258376736520296e+18,QSO,3.270033,3782,55244,812
15893,1.237678596481679e+18,4.15921205814152,1.89880574122997,24.36457,21.60099,20.26459,19.87607,20.04133,7712,301,2,357,8.841709677861689e+18,STAR,-0.0001481932,7853,56988,64
22740,1.2376514962935652e+18,117.705727401066,43.4490329444753,23.7519,21.72591,19.93657,19.20359,18.62558,1402,301,4,79,7.178850611148118e+18,GALAXY,0.4257078,6376,56269,410
35126,1.2376683320269865e+18,217.872088494264,14.7913511941293,18.71196,17.86167,17.55767,17.44419,17.39969,5322,301,3,56,3.0929867530913976e+18,STAR,0.0004859416,2747,54233,508
31760,1.237667229294592e+18,28.4411007862057,7.44381883702744,24.60294,20.40593,19.38383,18.49618,18.75706,5065,301,5,63,5.101564996300855e+18,STAR,2.122143e-05,4531,55563,409
97766,1.2376540314020746e+18,170.955170776204,3.58303158266221,25.72127,22.27639,20.4594,19.43575,18.93952,1992,301,6,141,5.369442868640635e+18,GALAXY,0.5788859,4769,55931,95
16819,1.2376805045097595e+18,351.202832250763,34.4838419637048,25.44028,21.49707,19.45109,18.78467,18.35076,8156,301,4,187,8.038018897713323e+18,GALAXY,0.3609688,7139,56568,798
58815,1.2376788896008115e+18,39.9119618731792,-1.86758474109956,25.70435,22.73529,21.95367,21.13305,20.44455,7780,301,4,168,1.0554234785018171e+19,GALAXY,0.7323489,9374,57749,178
63303,1.2376677817429535e+18,141.694686054381,16.0919980432266,23.53452,22.46163,21.43014,20.69965,19.95471,5194,301,2,188,1.075015566306393e+19,GALAXY,0.8457115,9548,57785,230
14821,1.2376575870963558e+18,37.0651630831304,0.674116271939169,23.68357,24.53943,23.30496,20.82209,19.34374,2820,301,5,114,4.572789450169651e+17,STAR,-6.344348e-05,406,51817,595
61909,1.2376613559341548e+18,186.261310762148,46.2645308467342,18.95358,18.06418,17.46952,17.06424,16.91038,3698,301,1,175,1.5437305905225667e+18,GALAXY,0.1802419,1371,52821,443
46128,1.237663457778534e+18,321.865871783578,0.0230859982044371,25.14122,23.65561,22.1943,20.7378,19.99432,4187,301,4,95,1.0335910532587215e+19,GALAXY,0.7108135,9180,57693,543
36929,1.237656906343842e+18,334.282556875863,-1.03521997690554,21.22494,19.44011,18.40788,17.83527,17.47694,2662,301,1,111,1.164192920375421e+18,GALAXY,0.1113978,1034,52813,45
59288,1.2376677350300718e+18,147.035277032851,17.8758260742001,23.70821,23.71732,22.2285,21.58417,21.81733,5183,301,3,110,1.0789758972787448e+19,QSO,3.90988,9583,57809,946
85650,1.2376683508293307e+18,235.963492505821,12.1046031577471,24.9367,24.12665,21.85216,19.50261,17.97398,5326,301,6,237,5.5013378063527e+18,STAR,-0.0002016159,4886,55737,694
97255,1.2376575940727276e+18,117.992512391212,30.6161502465795,21.0354,20.09059,19.94,19.90633,19.63745,2822,301,2,69,1.15866795079403e+19,QSO,2.272274,10291,58101,158
46033,1.237658206115922e+18,163.133306751136,48.9833252105438,21.31983,19.94691,19.3883,19.15355,19.09637,2964,301,6,227,2.7135323686348e+18,STAR,-0.0002792885,2410,54087,413
52599,1.23768027632953e+18,349.505467601985,26.3998623708376,21.96828,23.14568,22.50741,21.18855,20.03626,8103,301,3,33,8.673008041187368e+18,GALAXY,0.6076168,7703,57333,731
77459,1.2376543986211884e+18,195.245528705265,63.9934583394263,21.6624,20.55624,20.38697,20.21686,19.97067,2078,301,2,132,7.839674699261172e+18,STAR,-0.0002424113,6963,56724,122
76505,1.2376792552052495e+18,27.3499192138209,-3.93921133586023,22.88774,22.31422,21.86174,21.15739,20.89566,7865,301,5,97,1.0499119845446275e+19,GALAXY,0.721141,9325,58042,375
8115,1.2376648541834452e+18,221.942312092034,32.3431405063717,24.19157,21.08766,19.2774,18.19973,17.7845,4512,301,5,151,4.35620001165216e+18,GALAXY,0.5820805,3869,55273,339
61426,1.2376576278923843e+18,115.366686062348,22.7226951757288,19.82532,17.87856,16.98299,16.54125,16.23607,2830,301,1,20,1.0437749526977844e+18,GALAXY,0.07711124,927,52577,239
33598,1.2376802468119188e+18,353.926367827023,19.8912615474499,25.93272,20.8524,20.56231,20.4261,20.67906,8096,301,4,190,6.896339894551206e+18,QSO,3.062728,6125,56273,738
63916,1.2376603433908964e+18,125.254970430698,28.3218070013194,20.16967,20.08836,19.9678,19.6646,19.6497,3462,301,3,103,1.1998813025731891e+19,QSO,1.73551,10657,58157,355
20681,1.2376788804977956e+18,32.0737266655766,-2.24931765947814,22.73097,23.31503,21.73791,20.69935,19.90268,7778,301,3,531,8.824847292156893e+18,GALAXY,0.7103733,7838,56958,159
36637,1.237678602383262e+18,10.2032892303915,18.2392552497177,22.13,19.92605,18.7035,18.1803,17.77568,7713,301,5,296,6.972729838676497e+18,GALAXY,0.1529163,6193,56237,115
49317,1.2376621939971205e+18,207.360870894144,39.7280548170067,25.42538,23.76874,22.41481,20.85711,19.81303,3893,301,2,289,9.961071621086403e+18,GALAXY,0.7514226,8847,57429,855
90687,1.237680272576611e+18,341.351005223407,21.0730465456882,22.46837,22.0323,22.22087,21.98932,21.67497,8102,301,4,112,8.54226896121524e+18,QSO,2.196043,7587,57297,241
10191,1.2376634626081428e+18,352.68260258583,0.831232190526965,23.24151,22.86021,22.03395,21.91873,21.92107,4188,301,5,61,1.0331351139237515e+19,QSO,1.227611,9176,58080,340
17503,1.2376623072671183e+18,225.496768974498,35.5538276450407,23.36341,23.54391,21.75221,20.71099,19.84262,3919,301,5,140,1.21001104833e+19,QSO,1.619137,10747,58220,233
55291,1.23765719091046e+18,12.011182256343,-0.173569938750391,17.80666,16.84579,16.54552,16.43382,16.42947,2728,301,3,493,1.0592729242365352e+19,STAR,-0.0005360599,9408,58077,956
35578,1.2376507945996782e+18,123.963095409068,-1.19070911010346,18.68355,17.58403,17.35703,17.26181,17.25571,1239,301,1,24,2.316028124321573e+18,STAR,0.0002487481,2057,53816,189
49332,1.2376786614353267e+18,25.8830091561019,4.41151820319625,21.82042,21.1129,21.00858,21.00321,21.03207,7727,301,3,239,4.812370072650929e+18,STAR,3.869025e-05,4274,55508,996
1272,1.237655123931759e+18,175.898870777041,3.7163770541976,23.64016,23.09597,21.00137,19.68844,19.00764,2247,301,1,101,5.366094851472644e+18,GALAXY,0.7142649,4766,55677,203
9336,1.2376515338738732e+18,133.428568073041,55.3616160650103,20.48131,20.14707,20.00174,19.63016,19.30568,1411,301,2,69,5.803139456656759e+18,QSO,0.6625088,5154,55864,914
92812,1.2376581926879245e+18,132.353498376028,36.6418091611027,22.4649,23.24376,21.40545,20.31623,19.66112,2961,301,5,132,9.974396602889296e+18,GALAXY,0.6411753,8859,57452,179
44196,1.2376682965921308e+18,181.735214214972,18.7496138102654,26.07898,22.71846,20.68739,19.68323,19.34674,5314,301,1,35,6.582029922927401e+18,GALAXY,0.4704873,5846,56017,69
48777,1.2376613865470692e+18,252.363166099078,30.4098315428,20.42329,20.07525,19.90683,19.6016,19.66194,3705,301,2,347,1.2282569491133782e+19,QSO,1.564189,10909,58280,463
6628,1.2376635426050552e+18,320.738015605624,-0.44420529229159,22.46416,22.65151,22.61881,22.2145,21.82285,4207,301,2,109,1.0290969100118415e+19,GALAXY,0.2814372,9140,58039,887
39098,1.2376709648440364e+18,129.720276136484,11.3749335518247,22.42851,21.75183,19.6111,18.7257,18.38539,5935,301,3,88,2.7314571520476713e+18,GALAXY,0.4652198,2426,53795,87
24769,1.2376546042442547e+18,142.376916737976,2.71206414193787,21.92845,21.21187,20.92028,20.9325,20.82535,2126,301,1,155,5.339182929708079e+18,QSO,2.436821,4742,55660,602
42822,1.2376634577793198e+18,323.677542504946,0.0639124115737221,23.382,22.48413,21.08813,20.00005,19.5974,4187,301,4,107,4.722046016089774e+18,GALAXY,0.5290186,4194,55450,79
25235,1.2376786619646607e+18,8.61466375669983,5.08802449207323,22.80796,22.38748,20.53388,19.55764,19.05458,7727,301,4,124,4.844918090734262e+18,GALAXY,0.4985822,4303,55508,621
26865,1.2376593260257608e+18,239.573718431569,45.544268371636,18.10218,17.13006,16.77233,16.64914,16.64069,3225,301,4,183,3.8888844755721006e+18,STAR,-0.0004789603,3454,55003,95
80156,1.2376627007919885e+18,248.911028092823,49.1350851070943,22.79865,20.11609,18.5154,17.929,17.51391,4011,301,2,117,7.112320265066142e+18,GALAXY,0.2625571,6317,56448,38
17170,1.2376613543156127e+18,174.931767910223,58.0082357931863,23.3743,22.49688,22.26706,21.22863,19.7761,3697,301,6,54,9.275263350337722e+18,STAR,-0.0003397769,8238,58171,363
